SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2026231N10228,2026,51,EP,MM,MOKE,2026-08-19 09:00:00,DS,9.4,-136.6, , , ,PROVISIONAL,2260,2189,P______________, ,CP022026,9.4,-136.6, ,DB,28,1009,-3, , , , , , , , , , , , ,1011,150,95, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,280
2026231N10228,2026,51,EP,MM,MOKE,2026-08-19 12:00:00,DS,9.5,-137.3, , , ,PROVISIONAL,2189,2112,O______________,nhc_working_bt,CP022026,9.5,-137.3, ,DB,30,1008,-3, , , , , , , , , , , , ,1011,150,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,14,285
2026231N10228,2026,51,EP,MM,MOKE,2026-08-19 15:00:00,DS,9.7,-138.0, , , ,PROVISIONAL,2112,2036,P______________, ,CP022026,9.7,-138.0, ,DB,30,1008,-3, , , , , , , , , , , , ,1011,150,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,285
2026231N10228,2026,51,EP,MM,MOKE,2026-08-19 18:00:00,DS,9.9,-138.7, , , ,PROVISIONAL,2036,1969,O______________,nhc_working_bt,CP022026,9.9,-138.7, ,DB,30,1007,-3, , , , , , , , , , , , ,1011,150,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,14,290
2026231N10228,2026,51,EP,MM,MOKE,2026-08-19 21:00:00,DS,10.1,-139.4, , , ,PROVISIONAL,1960,1886,P______________, ,CP022026,10.1,-139.4, ,DB,30,1007,-3, , , , , , , , , , , , ,1011,150,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,290
2026231N10228,2026,51,EP,CP,MOKE,2026-08-20 00:00:00,DS,10.4,-140.0, , , ,PROVISIONAL,1886,1829,O______________,nhc_working_bt,CP022026,10.4,-140.0, ,DB,30,1007,-3, , , , , , , , , , , , ,1011,150,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,12,295
2026231N10228,2026,51,EP,CP,MOKE,2026-08-20 03:00:00,DS,10.6,-140.5, , , ,PROVISIONAL,1829,1756,P______________, ,CP022026,10.6,-140.5, ,DB,30,1007,-3, , , , , , , , , , , , ,1011,150,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,295
2026231N10228,2026,51,EP,CP,MOKE,2026-08-20 06:00:00,DS,10.9,-141.1, , , ,PROVISIONAL,1756,1667,O______________,nhc_working_bt,CP022026,10.9,-141.1, ,DB,30,1007,-3, , , , , , , , , , , , ,1011,150,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,15,295
2026231N10228,2026,51,EP,CP,MOKE,2026-08-20 09:00:00,DS,11.3,-141.9, , , ,PROVISIONAL,1658,1570,P______________, ,CP022026,11.3,-141.9, ,DB,30,1007,-3, , , , , , , , , , , , ,1011,225,95, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,300
2026231N10228,2026,51,EP,CP,MOKE,2026-08-20 12:00:00,TS,11.7,-142.6, , , ,PROVISIONAL,1570,1515,O______________,nhc_working_bt,CP022026,11.7,-142.6, ,TD,30,1006,-1, , , , , , , , , , , , ,1010,300,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,305
2026231N10228,2026,51,EP,CP,MOKE,2026-08-20 15:00:00,TS,12.0,-143.0, , , ,PROVISIONAL,1515,1460,P______________, ,CP022026,12.0,-143.0, ,TD,30,1006,-1, , , , , , , , , , , , ,1010,300,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,305
2026231N10228,2026,51,EP,CP,MOKE,2026-08-20 18:00:00,TS,12.3,-143.4, , , ,PROVISIONAL,1460,1388,O______________,nhc_working_bt,CP022026,12.3,-143.4, ,TD,30,1006,-1, , , , , , , , , , , , ,1010,300,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,12,300
2026231N10228,2026,51,EP,CP,MOKE,2026-08-20 21:00:00,TS,12.6,-144.0, , , ,PROVISIONAL,1388,1322,P______________, ,CP022026,12.6,-144.0, ,TD,30,1006,-1, , , , , , , , , , , , ,1010,275,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,295
2026231N10228,2026,51,EP,CP,MOKE,2026-08-21 00:00:00,TS,12.8,-144.6, , , ,PROVISIONAL,1322,1289,O______________,nhc_working_bt,CP022026,12.8,-144.6, ,TD,30,1006,-1, , , , , , , , , , , , ,1009,250,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,10,285
2026231N10228,2026,51,EP,CP,MOKE,2026-08-21 03:00:00,TS,12.9,-145.0, , , ,PROVISIONAL,1280,1263,P______________, ,CP022026,12.9,-144.9, ,TD,30,1006,-1, , , , , , , , , , , , ,1010,250,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,280
2026231N10228,2026,51,EP,CP,MOKE,2026-08-21 06:00:00,TS,12.9,-145.2, , , ,PROVISIONAL,1263,1239,O______________,nhc_working_bt,CP022026,12.9,-145.2, ,TD,30,1006,-1, , , , , , , , , , , , ,1010,250,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,5,290
2026231N10228,2026,51,EP,CP,MOKE,2026-08-21 09:00:00,TS,13.0,-145.4, , , ,PROVISIONAL,1239,1208,P______________, ,CP022026,13.0,-145.5, ,TD,30,1006,-1, , , , , , , , , , , , ,1010,250,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,305
2026231N10228,2026,51,EP,CP,MOKE,2026-08-21 12:00:00,TS,13.2,-145.7, , , ,PROVISIONAL,1199,1144,O______________,nhc_working_bt,CP022026,13.2,-145.8, ,TD,30,1005,-1, , , , , , , , , , , , ,1009,250,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,8,300
2026231N10228,2026,51,EP,CP,MOKE,2026-08-21 15:00:00,TS,13.5,-146.1, , , ,PROVISIONAL,1144,1079,P______________, ,CP022026,13.5,-146.2, ,TD,33,1004,-1, , , , , , , , , , , , ,1009,250,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,295
2026231N10228,2026,51,EP,CP,MOKE,2026-08-21 18:00:00,TS,13.7,-146.7, , , ,PROVISIONAL,1079,1030,O______________,nhc_working_bt,CP022026,13.7,-146.7, ,TS,35,1002,0,60,0,0,60, , , , , , , , ,1009,250,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , , , , , , ,11,285
2026231N10228,2026,51,EP,CP,MOKE,2026-08-21 21:00:00,TS,13.8,-147.3, , , ,PROVISIONAL,1022,981,P______________, ,CP022026,13.8,-147.3, ,TS,38,1002,0,60,0,0,60, , , , , , , , ,1009,250,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,275
2026231N10228,2026,51,EP,CP,MOKE,2026-08-22 00:00:00,TS,13.8,-147.8, , , ,PROVISIONAL,981,941,O______________,nhc_working_bt,CP022026,13.8,-147.8, ,TS,40,1002,0,60,0,0,60, , , , , , , , ,1009,250,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50, , , , , , , , , ,10,280
2026231N10228,2026,51,EP,CP,MOKE,2026-08-22 03:00:00,TS,13.9,-148.3, , , ,PROVISIONAL,933,886,P______________, ,CP022026,13.9,-148.3, ,TS,40,1002,0,65,0,0,65, , , , , , , , ,1009,250,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,290
2026231N10228,2026,51,EP,CP,MOKE,2026-08-22 06:00:00,TS,14.1,-148.7, , , ,PROVISIONAL,886,832,O______________,nhc_working_bt,CP022026,14.1,-148.7, ,TS,40,1002,0,70,0,0,70, , , , , , , , ,1009,250,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50, , , , ,12,120, , ,120,10,295
2026231N10228,2026,51,EP,CP,MOKE,2026-08-22 09:00:00,TS,14.3,-149.2, , , ,PROVISIONAL,832,778,P______________, ,CP022026,14.3,-149.1, ,TS,43,998,0,85,20,0,85, , , , , , , , ,1009,225,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,120, , ,120,10,295
2026231N10228,2026,51,EP,CP,MOKE,2026-08-22 12:00:00,TS,14.6,-149.7, , , ,PROVISIONAL,770,732,O______________,nhc_working_bt,CP022026,14.5,-149.6, ,TS,45,994,0,100,40,0,100, , , , , , , , ,1009,200,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , ,12,120, , ,120,10,290
2026231N10228,2026,51,EP,CP,MOKE,2026-08-22 15:00:00,TS,14.7,-150.1, , , ,PROVISIONAL,732,687,P______________, ,CP022026,14.6,-150.1, ,TS,45,995,0,100,40,0,100, , , , , , , , ,1009,200,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,120, , ,120,9,285
2026231N10228,2026,51,EP,CP,MOKE,2026-08-22 18:00:00,TS,14.8,-150.6, , , ,PROVISIONAL,687,641,O______________,nhc_working_bt,CP022026,14.8,-150.6, ,TS,45,996,0,100,40,0,100, , , , , , , , ,1009,200,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , ,12,120, , ,120,9,290
2026231N10228,2026,51,EP,CP,MOKE,2026-08-22 21:00:00,TS,15.0,-151.1, , , ,PROVISIONAL,634,590,P______________, ,CP022026,15.0,-151.1, ,TS,45,997,0,100,30,0,100, , , , , , , , ,1009,200,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,105, , ,120,10,295
2026231N10228,2026,51,EP,CP,MOKE,2026-08-23 00:00:00,TS,15.2,-151.5, , , ,PROVISIONAL,590, ,O______________,nhc_working_bt,CP022026,15.2,-151.5, ,TS,45,998,0,100,20,0,100, , , , , , , , ,1009,200,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , ,12,90, ,30,120,10,295
2026233N20108,2026,52,WP,MM,NARRA,2026-08-20 18:00:00,NR,20.1,108.4, , , ,PROVISIONAL,84,79,O______________,tcvitals,WP182026,20.1,108.4, , ,25,995,-1, , , , , , , , , , , , ,1001,180,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,85
2026233N20108,2026,52,WP,MM,NARRA,2026-08-20 21:00:00,NR,20.1,108.5, , , ,PROVISIONAL,79,74,P______________, ,WP182026,20.1,108.5, , ,25,995,-1, , , , , , , , , , , , ,1002,180,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,60
2026233N20108,2026,52,WP,MM,NARRA,2026-08-21 00:00:00,NR,20.2,108.6, , , ,PROVISIONAL,84,84,O______________,tcvitals,WP182026,20.2,108.6, , ,25,995,-1, , , , , , , , , , , , ,1002,180,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,15
2026233N20108,2026,52,WP,MM,NARRA,2026-08-21 03:00:00,NR,20.4,108.6, , , ,PROVISIONAL,99,99,P______________, ,WP182026,20.4,108.6, , ,27,995,-1, , , , , , , , , , , , ,1002,175,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0
2026233N20108,2026,52,WP,MM,NARRA,2026-08-21 06:00:00,NR,20.6,108.6, , , ,PROVISIONAL,108,93,O______________,tcvitals,WP182026,20.6,108.6, , ,29,995,-1, , , , , , , , , , , , ,1002,170,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,15
2026233N20108,2026,52,WP,MM,NARRA,2026-08-21 09:00:00,NR,20.7,108.7, , , ,PROVISIONAL,93,78,P______________, ,WP182026,20.7,108.7, , ,32,995,-1, , , , , , , , , , , , ,1001,163,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,45
2026233N20108,2026,52,WP,MM,NARRA,2026-08-21 12:00:00,NR,20.8,108.8, , , ,PROVISIONAL,78,69,O______________,tcvitals,WP182026,20.8,108.8, , ,35,994,0, , , , , , , , , , , , ,1000,155,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,30
2026233N20108,2026,52,WP,MM,NARRA,2026-08-21 15:00:00,NR,20.9,108.8, , , ,PROVISIONAL,69,60,P______________, ,WP182026,20.9,108.8, , ,35,995,0, , , , , , , , , , , , ,1001,160,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,10
2026233N20108,2026,52,WP,MM,NARRA,2026-08-21 18:00:00,NR,21.0,108.8, , , ,PROVISIONAL,60,53,O______________,tcvitals,WP182026,21.0,108.8, , ,35,995,0, , , , , , , , , , , , ,1001,165,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,355
2026233N20108,2026,52,WP,MM,NARRA,2026-08-21 21:00:00,NR,21.1,108.8, , , ,PROVISIONAL,53,53,P______________, ,WP182026,21.1,108.8, , ,35,995,0, , , , , , , , , , , , ,1002,158,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,315
2026233N20108,2026,52,WP,MM,NARRA,2026-08-22 00:00:00,NR,21.1,108.7, , , ,PROVISIONAL,55,49,O______________,tcvitals,WP182026,21.1,108.7, , ,35,994,0, , , , , , , , , , , , ,1002,150,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,280
2026233N20108,2026,52,WP,MM,NARRA,2026-08-22 03:00:00,NR,21.1,108.4, , , ,PROVISIONAL,49,39,P______________, ,WP182026,21.1,108.4, , ,32,995,-1, , , , , , , , , , , , ,1001,140,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,270
2026233N20108,2026,52,WP,MM,NARRA,2026-08-22 06:00:00,NR,21.1,108.1, , , ,PROVISIONAL,39,35,O______________,tcvitals,WP182026,21.1,108.1, , ,29,995,-1, , , , , , , , , , , , ,1000,130,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,260
2026233N20108,2026,52,WP,MM,NARRA,2026-08-22 09:00:00,NR,21.0,108.0, , , ,PROVISIONAL,45,45,P______________, ,WP182026,21.0,108.0, , ,29,995,-1, , , , , , , , , , , , ,1000,120,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,225
2026233N20108,2026,52,WP,MM,NARRA,2026-08-22 12:00:00,NR,21.0,108.0, , , ,PROVISIONAL,45,45,O______________,tcvitals,WP182026,21.0,108.0, , ,29,995,-1, , , , , , , , , , , , ,1000,110,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,105
2026233N20108,2026,52,WP,MM,NARRA,2026-08-22 15:00:00,NR,21.0,108.2, , , ,PROVISIONAL,54,54,P______________, ,WP182026,21.0,108.2, , ,29,995,-1, , , , , , , , , , , , ,1000,110,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,90
2026233N20108,2026,52,WP,MM,NARRA,2026-08-22 18:00:00,NR,21.0,108.3, , , ,PROVISIONAL,56,54,O______________,tcvitals,WP182026,21.0,108.3, , ,29,995,-1, , , , , , , , , , , , ,1000,110,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,170
2026233N20108,2026,52,WP,MM,NARRA,2026-08-22 21:00:00,NR,20.9,108.2, , , ,PROVISIONAL,63,56,P______________, ,WP182026,20.9,108.2, , ,32,995,-1, , , , , , , , , , , , ,1001,120,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,240
